Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1
PC064,11/30/2022 23:00 UTC,29.01,29.6,7.0,170.2,17.39
PC064,11/30/2022 23:10 UTC,28.88,30.7,5.95,161.4,17.64
PC064,11/30/2022 23:20 UTC,28.47,32.45,4.58,139.4,10.18
PC064,11/30/2022 23:30 UTC,27.91,34.56,5.18,163.1,19.13
PC064,11/30/2022 23:40 UTC,27.47,37.42,9.76,137.6,23.72
PC064,11/30/2022 23:50 UTC,27.35,38.78,10.75,139.2,28.57
PC064,12/01/2022 00:00 UTC,27.18,40.19,9.17,148.6,22.47
PC064,12/01/2022 00:10 UTC,26.85,43.0,10.35,149.4,26.58
PC064,12/01/2022 00:20 UTC,26.75,44.58,8.3,146.6,18.26
PC064,12/01/2022 00:30 UTC,26.68,46.09,8.26,153.7,25.96
PC064,12/01/2022 00:40 UTC,27.23,45.36,7.33,183.2,20.62
PC064,12/01/2022 00:50 UTC,27.06,46.03,3.07,150.0,11.43
PC064,12/01/2022 01:00 UTC,27.11,46.75,5.17,148.4,15.4
PC064,12/01/2022 01:10 UTC,27.39,45.54,2.54,147.5,10.93
PC064,12/01/2022 01:20 UTC,27.19,46.34,2.3,145.3,9.56
PC064,12/01/2022 01:30 UTC,27.23,47.38,5.41,138.7,13.91
PC064,12/01/2022 01:40 UTC,27.09,48.73,7.3,136.9,20.24
PC064,12/01/2022 01:50 UTC,27.02,49.31,5.16,142.4,18.63
PC064,12/01/2022 02:00 UTC,27.04,49.22,6.92,148.5,18.26
PC064,12/01/2022 02:10 UTC,27.43,48.43,6.77,161.6,17.02
PC064,12/01/2022 02:20 UTC,27.71,47.81,6.89,139.4,21.24
PC064,12/01/2022 02:30 UTC,27.8,47.31,3.84,188.6,12.54
PC064,12/01/2022 02:40 UTC,27.37,48.31,3.85,148.3,12.54
PC064,12/01/2022 02:50 UTC,27.58,48.03,6.48,172.0,13.54
PC064,12/01/2022 03:00 UTC,27.68,47.77,4.75,168.3,12.42
PC064,12/01/2022 03:10 UTC,27.46,48.96,5.65,158.2,14.03
PC064,12/01/2022 03:20 UTC,27.66,48.49,4.85,147.1,12.78
PC064,12/01/2022 03:30 UTC,27.66,48.48,4.82,186.1,13.91
PC064,12/01/2022 03:40 UTC,27.83,48.09,4.71,189.4,14.41
PC064,12/01/2022 03:50 UTC,27.92,47.19,4.07,162.5,10.31
PC064,12/01/2022 04:00 UTC,27.98,47.16,6.64,148.4,18.26
PC064,12/01/2022 04:10 UTC,27.73,48.42,7.74,168.0,16.39
PC064,12/01/2022 04:20 UTC,27.52,49.14,6.13,169.7,23.72
PC064,12/01/2022 04:30 UTC,27.32,49.98,8.7,151.5,21.49
PC064,12/01/2022 04:40 UTC,27.41,49.56,10.35,149.2,22.23
PC064,12/01/2022 04:50 UTC,27.76,47.92,8.89,144.7,22.47
PC064,12/01/2022 05:00 UTC,27.61,48.44,7.92,168.6,17.88
PC064,12/01/2022 05:10 UTC,27.56,48.74,8.02,158.9,17.52
PC064,12/01/2022 05:20 UTC,28.03,47.09,6.8,161.3,18.38
PC064,12/01/2022 05:30 UTC,27.71,48.42,4.64,160.4,14.03
PC064,12/01/2022 05:40 UTC,27.31,49.77,4.52,147.6,14.28
PC064,12/01/2022 05:50 UTC,27.87,47.84,5.05,152.5,12.18
PC064,12/01/2022 06:00 UTC,27.86,48.09,6.94,163.8,14.9
PC064,12/01/2022 06:10 UTC,27.61,49.17,4.48,146.0,12.78
PC064,12/01/2022 06:20 UTC,27.74,48.98,4.79,142.3,13.04
PC064,12/01/2022 06:30 UTC,27.73,49.02,5.06,173.9,20.62
PC064,12/01/2022 06:40 UTC,28.24,47.5,5.5,181.6,15.14
PC064,12/01/2022 06:50 UTC,27.94,48.8,5.05,184.8,15.65
PC064,12/01/2022 07:00 UTC,27.73,49.4,5.78,141.3,11.43
PC064,12/01/2022 07:10 UTC,27.22,51.38,8.67,140.7,21.24
PC064,12/01/2022 07:20 UTC,27.34,50.74,9.45,118.8,19.87
PC064,12/01/2022 07:30 UTC,27.45,50.34,8.91,115.2,21.74
PC064,12/01/2022 07:40 UTC,27.11,51.63,7.5,113.1,14.53
PC064,12/01/2022 07:50 UTC,27.36,51.82,6.89,108.9,17.39
PC064,12/01/2022 08:00 UTC,27.07,52.15,1.88,126.2,9.44
PC064,12/01/2022 08:10 UTC,27.19,51.74,3.1,105.4,9.31
PC064,12/01/2022 08:20 UTC,27.32,52.81,6.28,102.1,15.52
PC064,12/01/2022 08:30 UTC,27.17,53.36,4.07,112.6,9.31
PC064,12/01/2022 08:40 UTC,27.21,52.53,5.99,114.2,15.77
PC064,12/01/2022 08:50 UTC,27.7,50.26,3.11,92.1,10.31
PC064,12/01/2022 09:00 UTC,27.72,50.33,5.72,125.9,15.4
PC064,12/01/2022 09:10 UTC,27.89,49.17,5.33,110.1,11.55
PC064,12/01/2022 09:20 UTC,28.37,46.98,5.52,11.61,11.43
PC064,12/01/2022 09:30 UTC,28.47,47.49,5.86,88.3,13.29
PC064,12/01/2022 09:40 UTC,28.15,48.59,5.53,115.2,15.4
PC064,12/01/2022 09:50 UTC,28.12,48.83,9.31,113.2,25.59
PC064,12/01/2022 10:00 UTC,28.31,48.02,7.17,139.2,17.13
PC064,12/01/2022 10:10 UTC,28.42,47.81,8.37,118.9,21.86
PC064,12/01/2022 10:20 UTC,28.29,49.0,8.44,120.7,19.38
PC064,12/01/2022 10:30 UTC,28.37,49.07,11.16,126.7,26.45
PC064,12/01/2022 10:40 UTC,28.1,50.94,10.22,108.0,30.43
PC064,12/01/2022 10:50 UTC,27.85,51.75,8.22,125.9,23.47
PC064,12/01/2022 11:00 UTC,28.03,51.27,10.15,127.6,26.7
PC064,12/01/2022 11:10 UTC,28.58,48.81,11.16,129.3,24.22
PC064,12/01/2022 11:20 UTC,28.47,49.04,10.76,136.2,25.34
PC064,12/01/2022 11:30 UTC,28.28,49.57,9.34,141.3,22.85
PC064,12/01/2022 11:40 UTC,28.26,49.18,7.86,166.0,27.2
PC064,12/01/2022 11:50 UTC,28.51,48.23,9.53,152.6,28.94
PC064,12/01/2022 12:00 UTC,28.49,48.34,9.42,139.1,22.73
PC064,12/01/2022 12:10 UTC,28.55,47.32,10.53,130.2,24.47
PC064,12/01/2022 12:20 UTC,28.61,46.56,10.84,124.3,23.24
PC064,12/01/2022 12:30 UTC,28.81,45.48,10.22,138.5,24.96
PC064,12/01/2022 12:40 UTC,28.81,45.09,10.32,131.9,27.57
PC064,12/01/2022 12:50 UTC,29.29,43.14,11.28,137.4,29.44
PC064,12/01/2022 13:00 UTC,29.4,43.17,12.48,126.7,24.85
PC064,12/01/2022 13:10 UTC,29.66,42.85,12.77,132.0,33.91
PC064,12/01/2022 13:20 UTC,29.58,42.99,12.64,126.9,31.55
PC064,12/01/2022 13:30 UTC,29.78,42.51,14.33,129.6,32.54
PC064,12/01/2022 13:40 UTC,29.53,43.15,13.78,125.3,30.43
PC064,12/01/2022 13:50 UTC,29.33,43.84,15.34,127.7,34.28
PC064,12/01/2022 14:00 UTC,29.58,42.85,13.92,132.3,40.86
PC064,12/01/2022 14:10 UTC,29.45,43.32,11.9,126.1,32.16
PC064,12/01/2022 14:20 UTC,29.24,44.18,11.16,135.3,35.4
PC064,12/01/2022 14:30 UTC,29.49,43.38,13.18,133.4,31.42
PC064,12/01/2022 14:40 UTC,29.6,43.48,15.58,123.0,34.53
PC064,12/01/2022 14:50 UTC,29.5,43.81,14.14,127.8,34.9
PC064,12/01/2022 15:00 UTC,29.35,44.06,11.28,134.3,26.45
PC064,12/01/2022 15:10 UTC,29.53,43.58,13.48,137.5,29.31
PC064,12/01/2022 15:20 UTC,29.54,42.96,14.03,128.9,33.53
PC064,12/01/2022 15:30 UTC,29.74,42.3,12.2,131.3,37.01
PC064,12/01/2022 15:40 UTC,29.77,42.32,14.47,137.6,30.06
PC064,12/01/2022 15:50 UTC,29.78,42.48,13.21,132.1,33.29
PC064,12/01/2022 16:00 UTC,29.78,43.19,15.96,128.0,34.78
PC064,12/01/2022 16:10 UTC,29.98,42.88,15.17,129.7,34.16
PC064,12/01/2022 16:20 UTC,30.16,42.67,15.26,135.3,39.5
PC064,12/01/2022 16:30 UTC,29.89,44.54,14.47,142.4,32.29
PC064,12/01/2022 16:40 UTC,30.1,43.26,12.78,147.9,34.03
PC064,12/01/2022 16:50 UTC,29.79,45.05,15.48,130.5,52.04
PC064,12/01/2022 17:00 UTC,29.84,44.44,15.09,139.9,36.14
PC064,12/01/2022 17:10 UTC,29.97,43.83,13.56,147.7,36.64
PC064,12/01/2022 17:20 UTC,29.8,44.62,11.67,168.1,50.05
PC064,12/01/2022 17:30 UTC,29.51,45.4,12.33,163.1,33.66
PC064,12/01/2022 17:40 UTC,29.42,45.36,14.05,128.4,31.92
PC064,12/01/2022 17:50 UTC,29.4,45.99,15.41,133.5,37.38
PC064,12/01/2022 18:00 UTC,29.12,46.68,12.69,142.2,31.67
PC064,12/01/2022 18:10 UTC,28.94,47.71,14.44,136.3,34.65
PC064,12/01/2022 18:20 UTC,28.32,49.58,13.22,132.2,30.43
PC064,12/01/2022 18:30 UTC,28.02,49.92,12.78,153.6,27.08
PC064,12/01/2022 18:40 UTC,28.09,49.42,11.93,155.3,29.8
PC064,12/01/2022 18:50 UTC,28.26,49.03,11.38,138.8,31.42
PC064,12/01/2022 19:00 UTC,28.09,49.32,12.45,152.9,36.02
PC064,12/01/2022 19:10 UTC,27.92,50.35,9.42,143.9,37.52
PC064,12/01/2022 19:20 UTC,28.04,49.52,8.85,151.7,31.8
PC064,12/01/2022 19:30 UTC,28.19,49.17,13.86,133.7,36.27
PC064,12/01/2022 19:40 UTC,28.24,48.99,10.61,154.4,28.69
PC064,12/01/2022 19:50 UTC,28.33,49.42,10.55,141.5,33.41
PC064,12/01/2022 20:00 UTC,28.26,49.66,11.36,150.9,31.8
PC064,12/01/2022 20:10 UTC,28.24,49.65,13.01,143.5,33.16
PC064,12/01/2022 20:20 UTC,28.11,50.25,9.27,148.7,26.21
PC064,12/01/2022 20:30 UTC,28.15,50.33,9.13,138.8,22.73
PC064,12/01/2022 20:40 UTC,28.22,50.7,11.55,142.7,24.34
PC064,12/01/2022 20:50 UTC,28.2,50.41,11.9,133.7,30.06
PC064,12/01/2022 21:00 UTC,28.11,50.93,9.94,133.1,31.17
PC064,12/01/2022 21:10 UTC,28.22,50.33,9.49,146.1,22.47
PC064,12/01/2022 21:20 UTC,28.24,50.52,9.0,139.5,26.33
PC064,12/01/2022 21:30 UTC,28.38,50.39,6.8,155.0,17.26
PC064,12/01/2022 21:40 UTC,28.44,50.07,9.35,148.0,26.45
PC064,12/01/2022 21:50 UTC,28.42,50.43,10.76,156.5,31.42
PC064,12/01/2022 22:00 UTC,28.41,50.37,8.86,148.2,23.97
PC064,12/01/2022 22:10 UTC,28.62,49.54,8.99,148.9,22.98
PC064,12/01/2022 22:20 UTC,28.77,49.39,10.58,153.3,25.46
PC064,12/01/2022 22:30 UTC,28.74,50.2,9.27,159.5,21.86
PC064,12/01/2022 22:40 UTC,28.68,51.07,8.31,179.6,23.72
PC064,12/01/2022 22:50 UTC,28.91,50.2,7.44,164.9,22.73
PC064,12/01/2022 23:00 UTC,29.02,49.95,8.19,169.4,23.47
PC064,12/01/2022 23:10 UTC,28.98,50.51,10.03,174.5,28.82
PC064,12/01/2022 23:20 UTC,28.89,51.2,7.93,139.0,18.01
PC064,12/01/2022 23:30 UTC,28.86,51.49,9.72,151.7,28.69
PC064,12/01/2022 23:40 UTC,28.76,52.15,7.67,172.3,20.88
PC064,12/01/2022 23:50 UTC,28.77,52.05,7.04,156.2,26.45
PC064,12/02/2022 00:00 UTC,28.58,52.31,7.74,150.5,20.74
PC064,12/02/2022 00:10 UTC,28.6,52.61,9.83,175.3,21.49
PC064,12/02/2022 00:20 UTC,28.73,52.17,10.39,173.6,24.47
PC064,12/02/2022 00:30 UTC,28.48,53.26,8.69,165.4,20.88
PC064,12/02/2022 00:40 UTC,28.36,53.71,9.03,171.2,25.34
PC064,12/02/2022 00:50 UTC,28.21,54.36,7.63,145.5,36.76
PC064,12/02/2022 01:00 UTC,28.01,55.54,8.54,169.1,21.36
PC064,12/02/2022 01:10 UTC,28.1,54.65,10.3,141.1,25.09
PC064,12/02/2022 01:20 UTC,28.09,54.76,10.69,137.1,22.98
PC064,12/02/2022 01:30 UTC,27.94,55.09,8.17,147.3,24.59
PC064,12/02/2022 01:40 UTC,27.91,55.51,9.19,140.3,24.47
PC064,12/02/2022 01:50 UTC,27.78,56.5,7.71,157.8,19.25
PC064,12/02/2022 02:00 UTC,27.61,57.54,8.4,171.0,22.11
PC064,12/02/2022 02:10 UTC,27.22,59.8,9.74,162.6,21.61
PC064,12/02/2022 02:20 UTC,26.83,62.59,8.83,145.6,27.57
PC064,12/02/2022 02:30 UTC,26.53,64.29,9.83,187.4,35.14
PC064,12/02/2022 02:40 UTC,26.46,64.94,9.02,155.6,27.08
PC064,12/02/2022 02:50 UTC,26.19,65.9,9.49,156.5,23.24
PC064,12/02/2022 03:00 UTC,26.09,66.32,6.16,152.5,16.77
PC064,12/02/2022 03:10 UTC,25.94,67.03,7.81,148.2,22.47
PC064,12/02/2022 03:20 UTC,25.66,68.92,9.63,136.1,20.62
PC064,12/02/2022 03:30 UTC,25.31,71.51,8.8,142.9,31.55
PC064,12/02/2022 03:40 UTC,24.33,78.83,9.59,147.3,27.44
PC064,12/02/2022 03:50 UTC,23.93,81.2,10.44,165.9,30.06
PC064,12/02/2022 04:00 UTC,23.57,83.3,8.47,154.2,21.24
PC064,12/02/2022 04:10 UTC,23.44,84.0,11.02,146.9,28.07
PC064,12/02/2022 04:20 UTC,23.35,84.3,9.48,151.0,20.49
PC064,12/02/2022 04:30 UTC,23.43,83.7,10.47,145.9,24.09
PC064,12/02/2022 04:40 UTC,23.34,84.7,9.33,150.7,21.98
PC064,12/02/2022 04:50 UTC,23.28,85.7,9.42,150.5,23.6
PC064,12/02/2022 05:00 UTC,23.44,84.8,9.48,150.7,19.51
PC064,12/02/2022 05:10 UTC,23.69,83.6,9.06,163.6,18.88
PC064,12/02/2022 05:20 UTC,23.58,84.4,9.46,144.2,22.23
PC064,12/02/2022 05:30 UTC,23.74,83.8,9.65,170.2,28.57
PC064,12/02/2022 05:40 UTC,23.58,84.7,9.46,149.4,21.24
PC064,12/02/2022 05:50 UTC,23.58,84.8,8.33,152.2,26.21
PC064,12/02/2022 06:00 UTC,23.72,84.0,9.6,142.1,25.34
PC064,12/02/2022 06:10 UTC,23.39,85.8,7.87,160.3,19.51
PC064,12/02/2022 06:20 UTC,23.05,88.2,9.14,153.4,18.63
PC064,12/02/2022 06:30 UTC,22.89,89.4,7.4,153.6,23.47
PC064,12/02/2022 06:40 UTC,22.73,90.4,7.99,162.2,18.5
PC064,12/02/2022 06:50 UTC,22.71,90.6,7.44,165.1,17.52
PC064,12/02/2022 07:00 UTC,22.74,90.2,8.56,156.1,21.11
PC064,12/02/2022 07:10 UTC,22.9,88.9,9.61,173.4,24.59
PC064,12/02/2022 07:20 UTC,23.13,86.9,8.52,154.7,19.0
PC064,12/02/2022 07:30 UTC,23.18,85.5,7.4,151.0,23.24
PC064,12/02/2022 07:40 UTC,23.33,84.3,11.01,162.1,30.93
PC064,12/02/2022 07:50 UTC,23.34,84.0,10.25,150.1,18.63
PC064,12/02/2022 08:00 UTC,23.35,83.6,9.49,150.0,33.41
PC064,12/02/2022 08:10 UTC,23.46,83.1,12.04,156.0,33.04
PC064,12/02/2022 08:20 UTC,23.45,83.7,12.57,150.8,24.85
PC064,12/02/2022 08:30 UTC,23.41,84.6,10.93,172.6,27.57
PC064,12/02/2022 08:40 UTC,23.3,85.8,12.1,159.8,32.04
PC064,12/02/2022 08:50 UTC,23.24,85.5,12.86,159.3,33.78
PC064,12/02/2022 09:00 UTC,23.2,85.9,9.19,173.7,23.47
PC064,12/02/2022 09:10 UTC,22.96,86.9,9.37,159.0,23.47
PC064,12/02/2022 09:20 UTC,23.09,85.6,9.69,174.1,25.83
PC064,12/02/2022 09:30 UTC,22.75,87.8,8.7,185.9,27.81
PC064,12/02/2022 09:40 UTC,20.26,88.8,9.34,219.2,22.85
PC064,12/02/2022 09:50 UTC,17.84,88.4,8.62,218.9,20.0
PC064,12/02/2022 10:00 UTC,15.94,88.0,8.03,230.1,19.13
PC064,12/02/2022 10:10 UTC,14.98,87.8,6.61,227.0,13.54
PC064,12/02/2022 10:20 UTC,14.43,87.7,6.42,220.3,14.66
PC064,12/02/2022 10:30 UTC,14.46,87.8,5.71,212.5,12.42
PC064,12/02/2022 10:40 UTC,14.29,87.7,5.85,223.2,17.26
PC064,12/02/2022 10:50 UTC,13.74,87.3,5.19,224.0,15.77
PC064,12/02/2022 11:00 UTC,13.24,87.2,5.41,227.1,12.67
PC064,12/02/2022 11:10 UTC,12.93,87.1,4.25,209.2,13.54
PC064,12/02/2022 11:20 UTC,12.69,86.9,3.68,212.3,9.56
PC064,12/02/2022 11:30 UTC,12.54,86.9,3.48,213.6,8.94
PC064,12/02/2022 11:40 UTC,12.21,86.5,4.1,222.8,10.68
PC064,12/02/2022 11:50 UTC,11.89,86.4,4.89,220.9,11.05
PC064,12/02/2022 12:00 UTC,11.87,86.6,4.12,224.6,12.3
PC064,12/02/2022 12:10 UTC,11.65,86.3,3.92,208.1,8.69
PC064,12/02/2022 12:20 UTC,11.33,86.1,3.34,234.0,11.43
PC064,12/02/2022 12:30 UTC,11.11,86.1,2.32,219.7,7.57
PC064,12/02/2022 12:40 UTC,11.15,86.2,3.82,210.7,13.04
PC064,12/02/2022 12:50 UTC,10.88,86.0,3.92,242.5,9.19
PC064,12/02/2022 13:00 UTC,10.73,86.1,4.43,266.5,13.41
PC064,12/02/2022 13:10 UTC,11.04,86.5,4.56,248.0,10.93
PC064,12/02/2022 13:20 UTC,11.04,86.1,5.33,226.8,14.9
PC064,12/02/2022 13:30 UTC,10.69,85.9,4.48,245.1,14.41
PC064,12/02/2022 13:40 UTC,10.51,85.9,3.34,244.3,11.05
PC064,12/02/2022 13:50 UTC,10.33,85.8,5.79,212.0,16.27
PC064,12/02/2022 14:00 UTC,10.17,85.8,3.26,222.3,12.3
PC064,12/02/2022 14:10 UTC,9.91,85.7,5.85,245.1,16.39
PC064,12/02/2022 14:20 UTC,9.73,85.6,5.81,231.2,18.26
PC064,12/02/2022 14:30 UTC,9.49,85.5,5.61,222.8,18.63
PC064,12/02/2022 14:40 UTC,9.27,85.4,3.88,230.4,12.3
PC064,12/02/2022 14:50 UTC,9.0,85.2,5.71,224.7,14.41
PC064,12/02/2022 15:00 UTC,8.58,85.0,6.77,213.3,15.77
PC064,12/02/2022 15:10 UTC,8.16,84.8,5.55,218.3,14.16
PC064,12/02/2022 15:20 UTC,7.73,84.7,5.52,221.9,14.9
PC064,12/02/2022 15:30 UTC,7.64,84.7,6.48,219.3,18.38
PC064,12/02/2022 15:40 UTC,7.63,84.6,6.03,205.3,12.54
PC064,12/02/2022 15:50 UTC,7.72,84.7,3.91,227.0,16.39
PC064,12/02/2022 16:00 UTC,7.72,84.7,4.57,212.9,18.01
PC064,12/02/2022 16:10 UTC,7.54,84.4,4.75,236.4,9.44
PC064,12/02/2022 16:20 UTC,7.54,84.5,4.04,229.0,9.56
PC064,12/02/2022 16:30 UTC,7.54,84.4,3.67,215.0,12.05
PC064,12/02/2022 16:40 UTC,7.54,84.5,5.0,213.9,12.42
PC064,12/02/2022 16:50 UTC,7.42,84.4,5.06,225.9,15.03
PC064,12/02/2022 17:00 UTC,7.36,84.4,4.58,220.0,11.18
PC064,12/02/2022 17:10 UTC,7.38,84.5,4.14,226.7,18.38
PC064,12/02/2022 17:20 UTC,7.46,84.5,4.0,247.7,9.19
PC064,12/02/2022 17:30 UTC,7.49,84.5,4.33,218.6,12.3
PC064,12/02/2022 17:40 UTC,7.2,84.0,4.8,232.9,11.8
PC064,12/02/2022 17:50 UTC,7.4,84.5,4.18,205.8,11.67
PC064,12/02/2022 18:00 UTC,7.35,84.1,4.87,221.9,17.13
PC064,12/02/2022 18:10 UTC,7.47,84.4,4.08,229.6,10.43
PC064,12/02/2022 18:20 UTC,7.4,83.9,5.57,234.2,14.41
PC064,12/02/2022 18:30 UTC,7.29,83.6,5.64,233.8,17.76
PC064,12/02/2022 18:40 UTC,7.41,83.4,5.41,266.1,13.91
PC064,12/02/2022 18:50 UTC,7.51,83.5,5.17,226.5,13.66
PC064,12/02/2022 19:00 UTC,7.56,83.5,4.68,256.3,11.3
PC064,12/02/2022 19:10 UTC,7.27,82.9,4.75,250.7,10.81
PC064,12/02/2022 19:20 UTC,7.4,83.6,3.66,254.5,14.03
PC064,12/02/2022 19:30 UTC,7.4,82.6,5.59,261.0,15.4
PC064,12/02/2022 19:40 UTC,7.57,83.9,3.33,232.3,8.82
PC064,12/02/2022 19:50 UTC,8.23,84.3,6.04,204.2,14.16
PC064,12/02/2022 20:00 UTC,8.8,84.7,5.72,204.1,15.9
PC064,12/02/2022 20:10 UTC,8.66,84.1,6.38,197.9,15.52
PC064,12/02/2022 20:20 UTC,8.43,83.6,3.72,171.9,11.3
PC064,12/02/2022 20:30 UTC,8.48,83.9,2.62,210.4,8.57
PC064,12/02/2022 20:40 UTC,9.34,84.6,3.03,210.0,8.94
PC064,12/02/2022 20:50 UTC,8.64,83.3,3.52,207.3,10.81
PC064,12/02/2022 21:00 UTC,8.63,83.7,3.27,201.5,8.57
PC064,12/02/2022 21:10 UTC,8.89,84.1,3.59,156.9,9.94
PC064,12/02/2022 21:20 UTC,8.7,83.9,3.75,129.8,10.18
PC064,12/02/2022 21:30 UTC,8.67,83.9,4.07,142.3,8.32
PC064,12/02/2022 21:40 UTC,8.96,83.8,4.14,144.1,12.05
PC064,12/02/2022 21:50 UTC,9.54,84.3,2.97,170.9,6.33
PC064,12/02/2022 22:00 UTC,10.25,84.2,2.83,188.3,6.71
PC064,12/02/2022 22:10 UTC,10.18,83.9,3.05,180.9,7.95
PC064,12/02/2022 22:20 UTC,10.3,83.9,0.81,143.5,3.23
PC064,12/02/2022 22:30 UTC,10.52,83.7,0.39,179.8,3.35
PC064,12/02/2022 22:40 UTC,10.25,82.6,1.01,55.3,2.98
PC064,12/02/2022 22:50 UTC,10.63,83.9,0.05,297.7,1.37
PC064,12/02/2022 23:00 UTC,10.41,81.6,2.15,105.1,4.85
PC064,12/02/2022 23:10 UTC,9.75,82.8,0.72,96.9,3.11
PC064,12/02/2022 23:20 UTC,10.35,83.1,0.36,206.5,2.36
PC064,12/02/2022 23:30 UTC,10.47,82.7,0.46,342.8,3.35
PC064,12/02/2022 23:40 UTC,9.91,81.6,0.93,265.9,3.23
PC064,12/02/2022 23:50 UTC,9.35,81.5,1.4,296.4,4.35
PC064,12/03/2022 00:00 UTC,8.97,80.8,2.61,301.0,6.09
PC064,12/03/2022 00:10 UTC,8.15,80.1,4.67,321.5,8.21
PC064,12/03/2022 00:20 UTC,7.69,80.6,3.38,309.4,6.58
PC064,12/03/2022 00:30 UTC,7.37,80.4,3.51,310.2,6.46
PC064,12/03/2022 00:40 UTC,6.94,80.3,2.13,337.2,5.83
PC064,12/03/2022 00:50 UTC,7.2,78.71,3.8,351.8,6.84
PC064,12/03/2022 01:00 UTC,7.14,78.17,2.38,19.21,5.71
PC064,12/03/2022 01:10 UTC,6.93,78.49,,9.53,4.22
PC064,12/03/2022 01:20 UTC,6.99,76.83,1.55,29.82,6.46
PC064,12/03/2022 01:30 UTC,7.5,77.12,0.38,329.3,2.73
PC064,12/03/2022 01:40 UTC,8.3,71.35,3.56,351.8,5.83
PC064,12/03/2022 01:50 UTC,9.11,66.57,4.18,348.9,6.09
PC064,12/03/2022 02:00 UTC,9.43,64.77,3.85,346.3,5.96
PC064,12/03/2022 02:10 UTC,9.38,64.63,1.81,8.73,5.21
PC064,12/03/2022 02:20 UTC,9.71,62.58,1.78,4.09,4.72
PC064,12/03/2022 02:30 UTC,9.8,60.94,2.09,352.2,5.47
PC064,12/03/2022 02:40 UTC,10.66,57.08,1.74,1.06,5.59
PC064,12/03/2022 02:50 UTC,10.04,63.44,0.47,334.7,2.73
PC064,12/03/2022 03:00 UTC,10.29,60.81,0.32,335.3,2.36
PC064,12/03/2022 03:10 UTC,10.65,53.63,1.88,359.9,4.59
PC064,12/03/2022 03:20 UTC,11.8,51.13,2.37,345.6,4.35
PC064,12/03/2022 03:30 UTC,11.58,47.53,2.87,6.47,5.59
PC064,12/03/2022 03:40 UTC,10.98,54.17,0.21,267.5,2.1
PC064,12/03/2022 03:50 UTC,11.11,48.9,1.93,354.7,4.85
PC064,12/03/2022 04:00 UTC,12.06,43.53,3.82,355.5,5.96
PC064,12/03/2022 04:10 UTC,12.38,41.4,3.56,2.54,5.59
PC064,12/03/2022 04:20 UTC,12.42,41.32,0.71,23.07,4.59
PC064,12/03/2022 04:30 UTC,13.1,38.78,3.23,354.2,5.83
PC064,12/03/2022 04:40 UTC,13.66,34.36,4.63,356.9,7.46
PC064,12/03/2022 04:50 UTC,13.86,33.48,3.75,350.6,7.57
PC064,12/03/2022 05:00 UTC,13.64,36.78,1.38,352.9,4.1
PC064,12/03/2022 05:10 UTC,13.72,33.06,1.99,352.5,4.72
PC064,12/03/2022 05:20 UTC,14.25,31.86,3.52,347.6,5.34
PC064,12/03/2022 05:30 UTC,15.02,27.63,2.74,354.1,5.59
PC064,12/03/2022 05:40 UTC,13.43,35.13,0.19,6.3,1.49
PC064,12/03/2022 05:50 UTC,13.09,33.62,0.34,46.93,2.1
PC064,12/03/2022 06:00 UTC,14.02,29.22,1.29,358.8,4.97
PC064,12/03/2022 06:10 UTC,14.11,29.83,0.03,339.4,0.99
PC064,12/03/2022 06:20 UTC,13.76,33.03,0.08,155.1,1.37
PC064,12/03/2022 06:30 UTC,13.47,34.85,0.19,319.7,1.37
PC064,12/03/2022 06:40 UTC,14.52,29.14,2.46,347.1,5.21
PC064,12/03/2022 06:50 UTC,16.21,25.64,2.34,340.2,5.21
PC064,12/03/2022 07:00 UTC,16.11,26.26,3.96,343.1,6.58
PC064,12/03/2022 07:10 UTC,16.5,25.61,3.53,343.0,6.33
PC064,12/03/2022 07:20 UTC,16.79,24.68,3.61,345.3,6.33
PC064,12/03/2022 07:30 UTC,17.45,23.78,2.74,345.4,4.85
PC064,12/03/2022 07:40 UTC,17.85,23.04,2.97,342.2,5.21
PC064,12/03/2022 07:50 UTC,17.97,23.2,1.96,336.4,3.97
PC064,12/03/2022 08:00 UTC,18.18,23.41,2.9,338.5,7.2
PC064,12/03/2022 08:10 UTC,18.25,23.66,2.58,334.5,6.09
PC064,12/03/2022 08:20 UTC,19.12,21.69,2.76,334.4,5.96
PC064,12/03/2022 08:30 UTC,18.99,24.29,2.96,324.1,7.08
PC064,12/03/2022 08:40 UTC,19.6,20.55,2.52,334.9,4.97
PC064,12/03/2022 08:50 UTC,20.33,17.95,2.58,336.1,3.97
PC064,12/03/2022 09:00 UTC,20.59,17.78,1.43,344.3,3.48
PC064,12/03/2022 09:10 UTC,20.67,18.75,1.88,338.6,4.85
PC064,12/03/2022 09:20 UTC,20.88,17.98,2.32,342.5,3.85
PC064,12/03/2022 09:30 UTC,21.15,17.77,1.76,341.7,3.35
PC064,12/03/2022 09:40 UTC,21.23,18.17,1.77,341.3,4.1
PC064,12/03/2022 09:50 UTC,21.54,17.11,2.22,341.3,3.85
PC064,12/03/2022 10:00 UTC,21.69,18.14,3.27,344.7,4.59
PC064,12/03/2022 10:10 UTC,21.73,18.16,2.52,359.5,5.09
PC064,12/03/2022 10:20 UTC,21.9,18.02,3.2,348.2,4.85
