Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1
PC064,12/24/2022 08:10 UTC,24.49,92.5,0.81,263.7,3.23
PC064,12/24/2022 08:20 UTC,24.69,92.5,1.06,261.7,4.97
PC064,12/24/2022 08:30 UTC,24.69,92.5,0.46,232.1,3.23
PC064,12/24/2022 08:40 UTC,24.64,92.4,0.71,201.6,4.22
PC064,12/24/2022 08:50 UTC,24.49,92.3,0.28,252.2,4.1
PC064,12/24/2022 09:00 UTC,24.46,92.3,0.44,192.5,2.73
PC064,12/24/2022 09:10 UTC,24.46,92.3,0.81,224.4,4.35
PC064,12/24/2022 09:20 UTC,24.46,92.4,0.84,253.5,4.35
PC064,12/24/2022 09:30 UTC,24.46,92.3,1.34,245.9,5.34
PC064,12/24/2022 09:40 UTC,24.52,92.4,0.9,273.4,4.22
PC064,12/24/2022 09:50 UTC,24.58,92.4,0.66,288.6,3.97
PC064,12/24/2022 10:00 UTC,24.59,92.4,0.13,280.6,2.1
PC064,12/24/2022 10:10 UTC,24.59,92.4,2.07,295.0,5.59
PC064,12/24/2022 10:20 UTC,24.58,92.4,2.34,291.1,6.09
PC064,12/24/2022 10:30 UTC,24.64,92.5,1.3,282.2,6.33
PC064,12/24/2022 10:40 UTC,24.73,92.5,0.64,275.1,4.22
PC064,12/24/2022 10:50 UTC,24.94,92.5,1.59,249.7,5.59
PC064,12/24/2022 11:00 UTC,25.02,92.6,0.38,290.5,3.6
PC064,12/24/2022 11:10 UTC,25.11,92.6,0.7,285.8,2.61
PC064,12/24/2022 11:20 UTC,25.05,92.6,1.61,272.4,4.72
PC064,12/24/2022 11:30 UTC,25.05,92.6,1.17,201.5,4.85
PC064,12/24/2022 11:40 UTC,25.05,92.6,0.97,27.35,4.59
PC064,12/24/2022 11:50 UTC,25.17,92.6,1.02,219.1,6.46
PC064,12/24/2022 12:00 UTC,25.19,92.6,0.39,240.2,2.36
PC064,12/24/2022 12:10 UTC,25.17,92.6,0.05,263.8,1.12
PC064,12/24/2022 12:20 UTC,25.17,92.6,0.85,280.9,4.22
PC064,12/24/2022 12:30 UTC,25.21,92.6,0.82,283.6,3.73
PC064,12/24/2022 12:40 UTC,25.18,92.7,0.43,245.6,3.85
PC064,12/24/2022 12:50 UTC,25.17,92.6,0.01,191.8,0.99
PC064,12/24/2022 13:00 UTC,25.17,92.6,1.2,300.9,7.08
PC064,12/24/2022 13:10 UTC,25.17,92.7,0.82,227.3,5.83
PC064,12/24/2022 13:20 UTC,25.17,92.7,0.54,258.9,3.35
PC064,12/24/2022 13:30 UTC,25.06,92.6,2.05,261.9,7.95
PC064,12/24/2022 13:40 UTC,24.98,92.6,0.7,244.5,5.09
PC064,12/24/2022 13:50 UTC,24.95,92.6,1.84,268.3,4.1
PC064,12/24/2022 14:00 UTC,24.93,92.6,1.98,259.6,10.06
PC064,12/24/2022 14:10 UTC,25.03,92.7,1.65,245.1,6.84
PC064,12/24/2022 14:20 UTC,24.93,92.6,1.3,222.4,5.83
PC064,12/24/2022 14:30 UTC,24.83,92.6,1.2,279.0,5.47
PC064,12/24/2022 14:40 UTC,24.88,92.7,2.53,279.0,5.59
PC064,12/24/2022 14:50 UTC,25.05,92.8,0.76,250.0,5.83
PC064,12/24/2022 15:00 UTC,25.17,92.7,1.15,250.5,4.97
PC064,12/24/2022 15:10 UTC,25.09,92.7,1.09,291.5,6.46
PC064,12/24/2022 15:20 UTC,25.17,92.8,0.01,256.2,1.12
PC064,12/24/2022 15:30 UTC,25.27,92.8,1.07,311.4,4.85
PC064,12/24/2022 15:40 UTC,25.36,92.9,1.01,219.2,5.83
PC064,12/24/2022 15:50 UTC,25.4,92.9,1.88,275.7,4.59
PC064,12/24/2022 16:00 UTC,25.43,92.9,1.38,26.25,4.22
PC064,12/24/2022 16:10 UTC,25.63,92.9,0.6,264.1,4.59
PC064,12/24/2022 16:20 UTC,25.83,93.0,0.07,188.7,1.37
PC064,12/24/2022 16:30 UTC,25.96,93.0,0.36,75.74,2.73
PC064,12/24/2022 16:40 UTC,26.12,93.0,0.67,258.3,2.98
PC064,12/24/2022 16:50 UTC,26.07,93.0,1.36,254.5,5.34
PC064,12/24/2022 17:00 UTC,26.01,93.0,1.61,287.1,4.85
PC064,12/24/2022 17:10 UTC,26.0,93.0,1.45,237.9,5.09
PC064,12/24/2022 17:20 UTC,26.16,93.1,1.97,225.0,6.71
PC064,12/24/2022 17:30 UTC,26.51,93.3,1.44,251.2,5.21
PC064,12/24/2022 17:40 UTC,26.72,93.3,1.47,243.1,4.85
PC064,12/24/2022 17:50 UTC,26.72,93.3,1.32,241.9,5.59
PC064,12/24/2022 18:00 UTC,27.19,93.4,1.76,285.7,10.06
PC064,12/24/2022 18:10 UTC,27.46,93.3,1.75,244.5,6.71
PC064,12/24/2022 18:20 UTC,27.31,93.3,1.53,231.1,6.21
PC064,12/24/2022 18:30 UTC,26.97,93.2,2.8,235.0,7.33
PC064,12/24/2022 18:40 UTC,26.57,93.2,2.14,231.5,8.32
PC064,12/24/2022 18:50 UTC,26.48,93.3,0.0,,0.0
PC064,12/24/2022 19:00 UTC,26.54,93.4,1.22,227.1,8.45
PC064,12/24/2022 19:10 UTC,26.36,93.3,2.73,238.9,8.82
PC064,12/24/2022 19:20 UTC,26.68,93.5,2.2,234.0,7.33
PC064,12/24/2022 19:30 UTC,27.15,93.7,1.78,236.7,7.33
PC064,12/24/2022 19:40 UTC,27.19,93.4,2.53,228.9,7.2
PC064,12/24/2022 19:50 UTC,27.45,93.6,2.91,229.2,8.45
PC064,12/24/2022 20:00 UTC,27.33,93.4,2.74,222.1,9.44
PC064,12/24/2022 20:10 UTC,27.59,93.5,3.58,212.5,9.31
PC064,12/24/2022 20:20 UTC,27.42,93.2,3.65,220.5,10.93
PC064,12/24/2022 20:30 UTC,27.58,93.5,3.36,226.0,10.06
PC064,12/24/2022 20:40 UTC,28.12,93.5,2.76,205.9,8.21
PC064,12/24/2022 20:50 UTC,28.07,93.0,3.61,206.5,10.31
PC064,12/24/2022 21:00 UTC,28.23,92.5,3.38,210.1,7.46
PC064,12/24/2022 21:10 UTC,27.82,91.8,3.48,220.1,10.43
PC064,12/24/2022 21:20 UTC,27.89,91.9,2.84,235.5,8.57
PC064,12/24/2022 21:30 UTC,27.73,91.6,2.93,221.6,7.82
PC064,12/24/2022 21:40 UTC,27.7,91.7,3.06,230.6,7.57
PC064,12/24/2022 21:50 UTC,27.24,91.8,3.12,231.1,6.33
PC064,12/24/2022 22:00 UTC,26.92,92.1,2.22,226.1,5.96
PC064,12/24/2022 22:10 UTC,26.82,92.4,1.91,217.5,4.97
PC064,12/24/2022 22:20 UTC,26.67,92.2,1.09,202.2,3.73
PC064,12/24/2022 22:30 UTC,27.14,92.6,0.53,180.7,3.73
PC064,12/24/2022 22:40 UTC,27.25,92.1,0.4,183.1,3.6
PC064,12/24/2022 22:50 UTC,27.07,91.8,0.85,206.6,4.1
PC064,12/24/2022 23:00 UTC,26.88,91.8,1.68,184.2,4.48
PC064,12/24/2022 23:10 UTC,26.5,92.0,0.34,194.9,2.61
PC064,12/24/2022 23:20 UTC,26.3,92.1,0.28,238.2,3.48
PC064,12/24/2022 23:30 UTC,26.06,92.3,0.43,233.0,2.36
PC064,12/24/2022 23:40 UTC,25.69,92.3,1.0,210.9,4.97
PC064,12/24/2022 23:50 UTC,25.55,92.6,0.93,246.2,4.22
PC064,12/25/2022 00:00 UTC,25.58,92.9,1.2,275.5,4.59
PC064,12/25/2022 00:10 UTC,25.35,92.9,1.51,311.4,4.59
PC064,12/25/2022 00:20 UTC,25.03,92.8,1.19,227.4,5.96
PC064,12/25/2022 00:30 UTC,24.91,93.0,1.22,246.9,4.22
PC064,12/25/2022 00:40 UTC,24.89,93.0,0.76,193.1,3.73
PC064,12/25/2022 00:50 UTC,24.81,93.0,0.08,124.4,1.24
PC064,12/25/2022 01:00 UTC,24.67,93.0,0.51,73.91,2.85
PC064,12/25/2022 01:10 UTC,24.25,92.9,0.38,73.86,1.86
PC064,12/25/2022 01:20 UTC,23.98,92.8,0.14,16.49,1.86
PC064,12/25/2022 01:30 UTC,23.21,92.3,0.89,40.48,4.48
PC064,12/25/2022 01:40 UTC,23.52,91.2,2.07,4.76,5.96
PC064,12/25/2022 01:50 UTC,24.25,85.8,3.97,340.8,6.71
PC064,12/25/2022 02:00 UTC,25.21,78.95,2.19,343.4,5.09
PC064,12/25/2022 02:10 UTC,25.17,78.4,0.59,356.5,2.98
PC064,12/25/2022 02:20 UTC,24.87,79.76,1.13,331.2,3.6
PC064,12/25/2022 02:30 UTC,25.55,76.29,1.86,348.8,5.47
PC064,12/25/2022 02:40 UTC,25.63,75.39,3.32,346.9,6.84
PC064,12/25/2022 02:50 UTC,25.17,76.47,3.76,345.3,6.58
PC064,12/25/2022 03:00 UTC,25.2,76.8,1.49,337.4,3.85
PC064,12/25/2022 03:10 UTC,24.53,77.2,0.99,358.7,3.23
PC064,12/25/2022 03:20 UTC,24.96,76.32,2.14,346.9,6.21
PC064,12/25/2022 03:30 UTC,25.63,74.47,2.29,349.3,4.85
PC064,12/25/2022 03:40 UTC,25.44,73.32,1.49,351.6,5.83
PC064,12/25/2022 03:50 UTC,24.61,75.55,1.74,9.38,3.85
PC064,12/25/2022 04:00 UTC,25.92,71.96,2.36,357.7,5.59
PC064,12/25/2022 04:10 UTC,25.43,72.74,1.37,328.9,4.85
PC064,12/25/2022 04:20 UTC,25.43,73.07,2.91,348.3,7.95
PC064,12/25/2022 04:30 UTC,25.92,71.54,2.84,340.2,6.21
PC064,12/25/2022 04:40 UTC,25.6,71.92,0.98,360.0,4.22
PC064,12/25/2022 04:50 UTC,25.15,73.38,1.9,358.7,5.09
PC064,12/25/2022 05:00 UTC,26.47,69.38,2.09,353.8,6.33
PC064,12/25/2022 05:10 UTC,26.21,69.72,2.88,336.6,7.08
PC064,12/25/2022 05:20 UTC,25.87,69.97,4.14,348.7,7.33
PC064,12/25/2022 05:30 UTC,26.55,66.7,2.46,340.9,5.83
PC064,12/25/2022 05:40 UTC,27.37,63.92,3.83,346.7,7.08
PC064,12/25/2022 05:50 UTC,27.9,62.28,2.7,346.8,6.46
PC064,12/25/2022 06:00 UTC,28.44,60.0,1.04,336.3,2.85
PC064,12/25/2022 06:10 UTC,27.24,64.24,1.74,324.1,5.47
PC064,12/25/2022 06:20 UTC,28.18,60.83,0.99,21.17,3.97
PC064,12/25/2022 06:30 UTC,27.81,63.02,1.16,35.26,4.72
PC064,12/25/2022 06:40 UTC,28.1,61.99,2.85,2.83,6.95
PC064,12/25/2022 06:50 UTC,28.51,60.78,3.32,346.5,7.46
PC064,12/25/2022 07:00 UTC,28.79,60.12,2.47,359.8,5.21
PC064,12/25/2022 07:10 UTC,28.7,60.03,1.89,354.0,4.85
PC064,12/25/2022 07:20 UTC,29.14,59.56,2.8,349.7,5.21
PC064,12/25/2022 07:30 UTC,29.23,60.45,1.9,336.6,5.34
PC064,12/25/2022 07:40 UTC,28.78,62.8,1.58,321.4,5.21
PC064,12/25/2022 07:50 UTC,28.73,63.65,2.46,313.1,5.34
PC064,12/25/2022 08:00 UTC,28.62,64.91,2.13,317.9,6.33
PC064,12/25/2022 08:10 UTC,28.68,64.79,1.37,331.7,5.09
PC064,12/25/2022 08:20 UTC,28.41,66.29,2.32,326.3,6.09
PC064,12/25/2022 08:30 UTC,28.4,66.09,2.54,342.4,6.58
PC064,12/25/2022 08:40 UTC,28.6,66.4,2.51,325.3,6.21
PC064,12/25/2022 08:50 UTC,29.26,64.78,2.05,320.5,6.33
PC064,12/25/2022 09:00 UTC,29.39,64.79,3.26,305.9,6.58
PC064,12/25/2022 09:10 UTC,29.12,66.81,2.27,316.4,6.33
PC064,12/25/2022 09:20 UTC,28.85,68.24,0.98,314.2,4.48
PC064,12/25/2022 09:30 UTC,28.98,68.48,3.71,214.0,14.66
PC064,12/25/2022 09:40 UTC,29.3,67.85,3.73,228.3,14.53
PC064,12/25/2022 09:50 UTC,28.23,72.31,1.92,290.1,6.71
PC064,12/25/2022 10:00 UTC,28.09,73.01,2.62,306.3,5.71
PC064,12/25/2022 10:10 UTC,28.14,73.03,2.64,270.2,8.21
PC064,12/25/2022 10:20 UTC,28.2,73.5,1.49,240.7,7.82
PC064,12/25/2022 10:30 UTC,27.92,74.78,2.12,272.7,6.33
PC064,12/25/2022 10:40 UTC,28.1,73.88,1.76,298.3,5.96
PC064,12/25/2022 10:50 UTC,28.3,73.02,2.54,284.4,6.84
PC064,12/25/2022 11:00 UTC,28.08,74.37,2.74,297.8,7.7
PC064,12/25/2022 11:10 UTC,28.28,73.91,4.66,292.1,9.94
PC064,12/25/2022 11:20 UTC,28.53,72.82,4.81,301.9,10.81
PC064,12/25/2022 11:30 UTC,28.9,71.12,5.16,291.2,11.3
PC064,12/25/2022 11:40 UTC,29.35,69.71,3.1,302.8,8.32
PC064,12/25/2022 11:50 UTC,29.85,67.94,1.6,290.3,5.59
PC064,12/25/2022 12:00 UTC,28.34,71.86,1.68,273.4,7.95
PC064,12/25/2022 12:10 UTC,28.0,72.51,2.89,271.2,8.69
PC064,12/25/2022 12:20 UTC,28.08,72.6,3.49,236.3,11.67
PC064,12/25/2022 12:30 UTC,27.43,74.35,1.72,309.6,5.59
PC064,12/25/2022 12:40 UTC,27.31,74.87,1.46,324.6,6.09
PC064,12/25/2022 12:50 UTC,27.43,74.79,1.01,318.2,5.59
PC064,12/25/2022 13:00 UTC,27.5,74.86,1.29,225.5,5.59
PC064,12/25/2022 13:10 UTC,27.52,75.22,1.61,307.2,5.21
PC064,12/25/2022 13:20 UTC,27.54,75.53,1.65,246.6,5.71
PC064,12/25/2022 13:30 UTC,27.63,75.76,2.44,211.6,8.69
PC064,12/25/2022 13:40 UTC,27.94,75.6,4.97,215.2,11.43
PC064,12/25/2022 13:50 UTC,28.07,75.79,5.18,212.4,13.79
PC064,12/25/2022 14:00 UTC,27.71,77.58,4.71,200.0,13.66
PC064,12/25/2022 14:10 UTC,27.03,79.74,2.59,192.2,12.54
PC064,12/25/2022 14:20 UTC,26.68,80.9,1.78,235.2,7.95
PC064,12/25/2022 14:30 UTC,26.34,82.2,2.8,306.5,5.83
PC064,12/25/2022 14:40 UTC,26.54,82.0,3.13,308.0,7.7
PC064,12/25/2022 14:50 UTC,26.81,81.2,2.87,295.1,5.59
PC064,12/25/2022 15:00 UTC,26.78,81.3,2.97,286.6,6.46
PC064,12/25/2022 15:10 UTC,26.81,81.0,1.46,265.0,5.09
PC064,12/25/2022 15:20 UTC,26.77,81.6,1.76,282.7,6.71
PC064,12/25/2022 15:30 UTC,26.55,83.3,3.25,294.1,5.34
PC064,12/25/2022 15:40 UTC,26.29,85.5,3.26,289.2,6.71
PC064,12/25/2022 15:50 UTC,26.18,87.4,2.01,297.4,4.97
PC064,12/25/2022 16:00 UTC,26.06,88.4,2.38,281.4,5.71
PC064,12/25/2022 16:10 UTC,26.05,88.7,2.38,296.0,6.09
PC064,12/25/2022 16:20 UTC,26.26,88.6,1.5,289.0,5.09
PC064,12/25/2022 16:30 UTC,26.65,88.1,1.98,303.2,4.85
PC064,12/25/2022 16:40 UTC,27.03,87.3,1.02,233.4,3.35
PC064,12/25/2022 16:50 UTC,26.94,88.1,1.32,253.5,4.72
PC064,12/25/2022 17:00 UTC,27.25,89.0,1.81,268.1,5.21
PC064,12/25/2022 17:10 UTC,27.42,89.8,2.38,241.1,6.09
PC064,12/25/2022 17:20 UTC,27.47,90.6,2.06,225.2,5.96
PC064,12/25/2022 17:30 UTC,27.58,91.0,2.81,248.6,7.95
PC064,12/25/2022 17:40 UTC,27.81,91.3,2.43,230.1,6.95
PC064,12/25/2022 17:50 UTC,27.9,91.6,2.37,209.1,8.94
PC064,12/25/2022 18:00 UTC,27.88,92.1,2.36,217.8,8.45
PC064,12/25/2022 18:10 UTC,28.11,92.6,1.52,217.9,4.72
PC064,12/25/2022 18:20 UTC,28.23,92.8,3.42,219.5,8.94
PC064,12/25/2022 18:30 UTC,28.42,92.9,3.64,209.6,10.43
PC064,12/25/2022 18:40 UTC,28.29,93.1,3.84,213.5,9.31
PC064,12/25/2022 18:50 UTC,28.44,93.4,3.89,196.4,10.06
PC064,12/25/2022 19:00 UTC,28.41,93.4,5.01,201.9,15.28
PC064,12/25/2022 19:10 UTC,28.3,93.4,4.63,211.8,12.42
PC064,12/25/2022 19:20 UTC,28.3,93.4,4.06,205.3,10.18
PC064,12/25/2022 19:30 UTC,28.15,93.4,2.44,236.8,9.44
PC064,12/25/2022 19:40 UTC,27.95,93.4,3.33,214.0,9.31
PC064,12/25/2022 19:50 UTC,27.98,93.4,3.51,215.8,12.67
PC064,12/25/2022 20:00 UTC,28.11,93.3,3.37,213.4,10.57
PC064,12/25/2022 20:10 UTC,28.18,93.2,3.14,223.0,7.7
PC064,12/25/2022 20:20 UTC,28.27,93.1,3.11,230.1,7.95
PC064,12/25/2022 20:30 UTC,28.43,92.7,3.64,251.5,10.57
PC064,12/25/2022 20:40 UTC,28.68,91.8,3.62,228.5,10.81
PC064,12/25/2022 20:50 UTC,28.83,91.2,3.04,250.2,9.8
PC064,12/25/2022 21:00 UTC,29.07,88.9,3.68,243.4,15.14
PC064,12/25/2022 21:10 UTC,29.07,88.7,4.34,214.8,11.3
PC064,12/25/2022 21:20 UTC,29.15,87.6,3.45,230.0,8.69
PC064,12/25/2022 21:30 UTC,29.18,87.1,3.4,250.0,8.69
PC064,12/25/2022 21:40 UTC,29.23,86.9,2.96,223.3,9.44
PC064,12/25/2022 21:50 UTC,29.35,85.5,4.17,235.8,9.94
PC064,12/25/2022 22:00 UTC,29.24,85.5,4.42,222.6,16.39
PC064,12/25/2022 22:10 UTC,29.39,83.6,3.14,220.1,9.07
PC064,12/25/2022 22:20 UTC,29.35,83.9,4.79,214.5,10.31
PC064,12/25/2022 22:30 UTC,29.21,84.3,3.6,217.6,11.8
PC064,12/25/2022 22:40 UTC,29.25,83.7,3.85,237.1,11.3
PC064,12/25/2022 22:50 UTC,29.23,83.3,4.3,223.4,10.18
PC064,12/25/2022 23:00 UTC,29.27,83.1,3.82,221.7,12.54
PC064,12/25/2022 23:10 UTC,29.32,82.3,3.54,245.5,9.69
PC064,12/25/2022 23:20 UTC,29.4,82.0,3.52,229.3,10.68
PC064,12/25/2022 23:30 UTC,29.38,82.2,4.1,215.8,9.94
PC064,12/25/2022 23:40 UTC,29.39,82.0,3.73,220.0,10.93
PC064,12/25/2022 23:50 UTC,29.46,81.5,3.17,214.4,9.07
PC064,12/26/2022 00:00 UTC,29.23,83.6,3.64,216.0,8.21
PC064,12/26/2022 00:10 UTC,29.03,85.1,2.72,221.0,7.57
PC064,12/26/2022 00:20 UTC,29.07,85.1,3.43,210.0,9.31
PC064,12/26/2022 00:30 UTC,28.87,86.7,3.66,226.4,8.82
PC064,12/26/2022 00:40 UTC,28.77,87.6,3.21,232.2,8.82
PC064,12/26/2022 00:50 UTC,29.0,86.1,4.2,225.7,12.92
PC064,12/26/2022 01:00 UTC,28.89,86.7,4.27,221.8,11.3
PC064,12/26/2022 01:10 UTC,28.89,87.3,5.04,218.0,12.18
PC064,12/26/2022 01:20 UTC,29.07,86.7,3.93,215.9,9.44
PC064,12/26/2022 01:30 UTC,29.16,86.7,5.34,211.6,14.53
PC064,12/26/2022 01:40 UTC,29.23,85.7,3.06,236.6,7.46
PC064,12/26/2022 01:50 UTC,29.35,84.5,2.74,227.1,7.2
PC064,12/26/2022 02:00 UTC,29.49,83.6,3.74,229.4,11.55
PC064,12/26/2022 02:10 UTC,29.61,83.0,1.99,207.3,5.96
PC064,12/26/2022 02:20 UTC,29.16,85.5,1.0,221.9,5.09
PC064,12/26/2022 02:30 UTC,29.04,86.2,1.35,285.3,5.83
PC064,12/26/2022 02:40 UTC,29.15,85.7,1.97,315.2,7.08
PC064,12/26/2022 02:50 UTC,29.46,83.0,0.92,284.6,4.85
PC064,12/26/2022 03:00 UTC,29.14,84.6,1.19,314.3,3.48
PC064,12/26/2022 03:10 UTC,29.13,84.8,1.99,293.2,5.83
PC064,12/26/2022 03:20 UTC,29.24,84.5,1.81,286.0,6.84
PC064,12/26/2022 03:30 UTC,29.19,84.6,1.47,301.5,5.59
PC064,12/26/2022 03:40 UTC,29.34,81.9,1.32,287.5,4.35
PC064,12/26/2022 03:50 UTC,29.21,82.0,2.66,288.0,5.47
PC064,12/26/2022 04:00 UTC,29.19,83.1,3.0,284.1,5.47
PC064,12/26/2022 04:10 UTC,29.05,85.1,2.66,263.6,6.09
PC064,12/26/2022 04:20 UTC,28.81,86.6,1.75,259.1,4.72
PC064,12/26/2022 04:30 UTC,28.7,87.4,0.55,300.1,3.48
PC064,12/26/2022 04:40 UTC,28.79,88.0,1.68,329.0,3.85
PC064,12/26/2022 04:50 UTC,28.98,88.1,1.99,289.8,5.96
PC064,12/26/2022 05:00 UTC,28.96,88.6,1.86,317.2,5.21
PC064,12/26/2022 05:10 UTC,29.12,88.6,1.64,328.3,4.35
PC064,12/26/2022 05:20 UTC,29.26,88.1,0.62,343.5,3.11
PC064,12/26/2022 05:30 UTC,29.39,87.2,0.4,82.6,1.74
PC064,12/26/2022 05:40 UTC,29.24,87.1,0.15,165.0,2.85
PC064,12/26/2022 05:50 UTC,29.23,87.4,0.47,336.1,2.61
PC064,12/26/2022 06:00 UTC,29.34,87.3,0.6,8.34,2.61
PC064,12/26/2022 06:10 UTC,29.8,86.2,2.29,284.9,5.71
PC064,12/26/2022 06:20 UTC,30.03,86.2,3.52,292.5,8.82
PC064,12/26/2022 06:30 UTC,29.95,87.0,3.75,270.0,8.57
PC064,12/26/2022 06:40 UTC,29.88,88.1,2.97,274.4,6.58
PC064,12/26/2022 06:50 UTC,29.78,88.4,1.55,284.1,5.09
PC064,12/26/2022 07:00 UTC,29.71,89.4,1.69,266.8,6.33
PC064,12/26/2022 07:10 UTC,29.69,89.9,0.38,45.68,1.99
PC064,12/26/2022 07:20 UTC,29.57,90.4,1.02,107.2,2.73
PC064,12/26/2022 07:30 UTC,29.32,90.8,0.03,142.9,1.61
PC064,12/26/2022 07:40 UTC,29.26,91.2,0.13,74.64,1.12
PC064,12/26/2022 07:50 UTC,29.32,91.6,1.38,232.9,5.09
PC064,12/26/2022 08:00 UTC,29.5,91.9,1.5,237.4,5.47
PC064,12/26/2022 08:10 UTC,29.62,92.2,1.42,17.13,5.71
PC064,12/26/2022 08:20 UTC,29.56,92.4,0.89,186.7,3.48
PC064,12/26/2022 08:30 UTC,29.43,92.7,0.08,324.2,0.99
PC064,12/26/2022 08:40 UTC,29.56,93.0,0.83,4.5,3.23
PC064,12/26/2022 08:50 UTC,29.66,93.0,0.53,257.6,2.1
PC064,12/26/2022 09:00 UTC,29.62,93.1,0.0,,0.0
PC064,12/26/2022 09:10 UTC,29.6,93.2,0.1,322.4,1.61
PC064,12/26/2022 09:20 UTC,29.73,93.3,0.48,348.6,2.61
PC064,12/26/2022 09:30 UTC,29.83,93.4,0.76,295.1,3.35
PC064,12/26/2022 09:40 UTC,29.87,93.5,0.79,340.3,3.11
PC064,12/26/2022 09:50 UTC,29.87,93.6,0.25,220.8,2.1
PC064,12/26/2022 10:00 UTC,29.78,93.6,0.06,171.7,0.62
PC064,12/26/2022 10:10 UTC,29.75,93.6,0.0,,0.0
PC064,12/26/2022 10:20 UTC,29.67,93.7,0.25,281.3,2.23
PC064,12/26/2022 10:30 UTC,29.72,93.8,0.25,297.8,1.61
PC064,12/26/2022 10:40 UTC,29.71,93.8,0.31,286.0,1.37
PC064,12/26/2022 10:50 UTC,29.65,93.8,0.74,243.8,4.1
PC064,12/26/2022 11:00 UTC,29.59,94.0,0.11,253.0,1.49
PC064,12/26/2022 11:10 UTC,29.51,94.0,0.22,281.8,3.23
PC064,12/26/2022 11:20 UTC,29.4,94.0,0.06,284.0,2.1
PC064,12/26/2022 11:30 UTC,29.34,94.0,0.19,281.7,1.99
PC064,12/26/2022 11:40 UTC,29.28,94.2,0.67,269.3,2.73
PC064,12/26/2022 11:50 UTC,29.23,94.2,0.41,256.5,3.23
PC064,12/26/2022 12:00 UTC,29.16,94.2,0.02,287.5,0.62
PC064,12/26/2022 12:10 UTC,29.1,94.2,0.0,,0.0
PC064,12/26/2022 12:20 UTC,28.99,94.2,0.0,,0.0
PC064,12/26/2022 12:30 UTC,28.89,94.1,0.06,13.7,0.99
PC064,12/26/2022 12:40 UTC,28.63,94.0,1.75,24.96,5.34
PC064,12/26/2022 12:50 UTC,28.41,93.8,1.52,38.57,3.48
PC064,12/26/2022 13:00 UTC,28.15,93.7,0.33,324.9,2.1
PC064,12/26/2022 13:10 UTC,28.14,93.4,0.19,337.7,1.24
PC064,12/26/2022 13:20 UTC,28.03,93.1,0.07,7.75,0.62
PC064,12/26/2022 13:30 UTC,28.4,92.5,0.48,2.47,1.99
PC064,12/26/2022 13:40 UTC,28.8,91.1,1.7,340.4,3.85
PC064,12/26/2022 13:50 UTC,29.64,87.4,2.68,347.9,4.22
PC064,12/26/2022 14:00 UTC,29.35,83.4,0.46,22.65,2.49
PC064,12/26/2022 14:10 UTC,28.87,84.3,0.68,9.41,2.1
PC064,12/26/2022 14:20 UTC,28.97,83.9,0.15,356.2,1.37
PC064,12/26/2022 14:30 UTC,29.63,83.0,1.3,338.1,2.85
PC064,12/26/2022 14:40 UTC,30.58,79.69,0.57,336.8,2.73
PC064,12/26/2022 14:50 UTC,31.05,77.27,1.38,354.7,3.6
PC064,12/26/2022 15:00 UTC,32.26,72.97,1.24,348.2,4.1
PC064,12/26/2022 15:10 UTC,31.09,75.89,0.09,31.25,0.87
PC064,12/26/2022 15:20 UTC,31.03,76.55,0.08,329.2,1.24
PC064,12/26/2022 15:30 UTC,31.89,74.03,1.69,316.1,4.1
PC064,12/26/2022 15:40 UTC,32.05,73.51,,319.5,3.6
PC064,12/26/2022 15:50 UTC,31.62,74.14,0.13,349.4,1.24
PC064,12/26/2022 16:00 UTC,31.36,74.99,0.02,356.3,0.75
PC064,12/26/2022 16:10 UTC,31.99,73.45,0.75,2.12,2.61
PC064,12/26/2022 16:20 UTC,32.73,71.12,0.22,1.65,2.1
PC064,12/26/2022 16:30 UTC,33.63,68.43,0.15,8.39,1.49
PC064,12/26/2022 16:40 UTC,34.34,66.09,0.21,2.31,1.99
PC064,12/26/2022 16:50 UTC,34.77,65.5,0.1,10.17,1.49
PC064,12/26/2022 17:00 UTC,35.08,64.19,0.22,17.25,1.74
PC064,12/26/2022 17:10 UTC,35.57,63.88,0.3,318.7,2.73
PC064,12/26/2022 17:20 UTC,35.61,64.64,0.21,341.6,1.86
PC064,12/26/2022 17:30 UTC,36.07,62.91,0.29,39.54,1.74
PC064,12/26/2022 17:40 UTC,36.33,62.72,0.03,28.24,1.12
PC064,12/26/2022 17:50 UTC,36.17,61.78,1.61,33.79,2.73
PC064,12/26/2022 18:00 UTC,36.65,61.07,0.55,350.9,2.49
PC064,12/26/2022 18:10 UTC,37.09,60.5,0.02,5.22,0.99
PC064,12/26/2022 18:20 UTC,37.52,59.38,0.0,,0.0
PC064,12/26/2022 18:30 UTC,38.15,56.11,0.0,,0.0
PC064,12/26/2022 18:40 UTC,38.2,56.51,0.23,34.44,1.74
PC064,12/26/2022 18:50 UTC,38.39,57.19,0.25,47.01,1.12
PC064,12/26/2022 19:00 UTC,38.72,54.8,0.69,68.23,1.61
PC064,12/26/2022 19:10 UTC,39.54,55.45,0.01,330.7,0.75
PC064,12/26/2022 19:20 UTC,40.33,54.46,0.01,247.2,0.75
PC064,12/26/2022 19:30 UTC,40.21,55.53,0.29,28.24,1.49
PC064,12/26/2022 19:40 UTC,40.1,53.74,0.0,,0.0
